business_id;less_100m;less_500m;less_1km;less_5km;less_10km;less_50km
tTbYIQk08cO-uyXmYIdVOg;0;0;2;17;71;1030
h8t_AMU4FpoD7U9b_s2waA;0;0;0;17;139;377
1JGfNy-SMPQK86PNWPjJvA;3;30;154;669;824;2161
vIozkqGCcKZteMYouua5Cw;0;0;1;40;142;466
xSMPGUKxl7p3ls2KBMaNHg;0;1;3;51;202;2118
OMIG0o6Jy8mppFO8ry5u0Q;0;1;2;54;747;2109
zS7ygYwgDMh5HSDzG3oShA;0;0;8;46;104;1092
j92DNzG7Io113coMzYsTsw;1;3;3;47;138;216
b7ih13lmlwnut_4xpk-x6Q;0;5;6;57;142;216
iErS6C2sUShAQs4F7qa-1A;3;76;230;681;833;2180
wx3W6sRXMC1IPWRaw4Z2EA;0;1;1;11;41;1742
3rS9fNuUmpMdCP3AFiQKQw;0;0;6;25;53;475
bgHVKRpZ6xotlAuw9VSLZQ;4;6;62;672;839;2189
LO23N_AsEoptZ8QG8ZjkRQ;2;14;30;223;365;471
Iy5NjdEmvreKhE43k5nV1g;2;47;153;683;844;2187
BoUnMqQc4-ye-DGGxsowlA;1;20;53;198;303;377
bFEqY3r6D049AudUmBAoOw;0;1;3;38;107;466
tVghfIsGDOOx_6j6IBfNiA;0;7;47;197;303;377
ET3d_6BRUyyEzzwAMsqpxw;0;0;8;129;229;1089
DoLGd8U9bWoNCvbSbegUBw;0;2;2;64;165;2003
kWHawNFXosP5KsQyM062Gw;4;7;14;17;23;1212
R13Oidfd96gQqayPMA96VQ;1;1;1;37;151;216
DLotTM0D0amdRFKrj-mR-A;0;2;6;29;107;971
pNf55jk_wLt8KO6yuz70MA;2;30;94;640;813;2155
a-ouU5dKcMOYgOkftIX1YA;1;2;7;64;426;2172
vSRdQJkcExJqR5l3QPmy5w;5;9;14;16;50;1845
W5ARobyH_FSQnJl4emgfvA;2;27;33;80;139;216
IZl9xDTwW462FKkwEg7EDQ;0;33;70;656;850;2185
580Yyv_kzAaZSkHCj1LhBw;0;5;8;16;73;491
ta8B_P1j_gN22rEy_yO21Q;0;2;3;19;36;377
Bg-XoPfbAF5-U1OGhhBasA;2;5;36;153;245;1090
rH80UXr5YBv4um7phwwwMw;2;16;17;47;55;183
BiJx6ZmX-JIjYd3FWSCJlQ;0;3;4;27;124;1883
2i2-1UZ5wYRBd0zfkww9xA;1;4;6;183;267;493
wBa-Abx8y5SLOqbohCA4nQ;1;27;66;255;376;471
LRcDPus5f9lm5luwI293yg;0;1;2;32;108;1902
x5c_Lna3CYLQH4pAXFCBLg;0;2;8;177;247;1090
wxO1S4NuUTX7M2BfSvkRhQ;0;0;6;269;879;2153
QwwNjAyC5I8inmb2lNYrAA;0;1;5;32;84;957
TfS4WxvQaQ96ts6fprfH0Q;0;1;1;22;97;2078
Zn-Fm1X8nwjrDtaWV3bQXQ;0;0;3;25;171;377
ElqoiaCSUA8oyyvixox9lQ;0;6;11;159;252;493
tooCLsBJgtfcZLcpO_0hsg;0;1;1;35;66;465
hOApQmKn3ACCnycMDYEgbA;0;3;6;52;292;1097
m2iS4YYmcq6pFpaGCtO-Iw;1;16;17;46;53;183
lR4yxv8dGwVewvm8g-eW1w;0;5;6;27;89;350
vQMAQ5msSBgsCrECS6QhqA;0;1;7;57;140;216
rLy6X5J4tPvzQ9BTHpsLRQ;2;10;41;203;310;377
OQIVpOcueFErJiauCi-KQQ;5;9;11;34;96;975
02qFLwwFi8T804rHcYh7Zw;0;14;36;640;838;2161
rTu09DTWFpfKcsyKdTVScw;0;3;4;15;97;466
RvV-egTT16QOsKw7DEu2NA;0;1;2;30;40;1838
pppt4oXbVdApscY5UiTHwg;0;1;6;15;41;466
pciiiaOrxsuruqVVH2YQsg;0;2;5;12;36;344
29ThPh6IA69V-SfcwfV9Dg;1;72;204;684;835;2178
eEMqe1vC53vu3bkBSkekSw;2;5;7;24;100;2117
_birKQtizyWql9P14Vw8aA;0;1;1;12;26;1729
xVZzmogXT64tfSwHZgYVjA;1;5;10;93;207;518
fWgIjclFlprhS90KH9ltiQ;0;1;2;4;17;475
QTjtz-bfm8Yrrv6t0PP0FQ;0;14;36;484;876;2186
z5QMBDD468EImgmr0pbilQ;1;11;13;30;110;2080
MNwTcsnjhe22ShOLYbxm2A;1;3;5;228;383;471
mO_QmDdeC3mXzd1EVvL-JQ;0;0;1;95;831;2180
mVZhzTJ5xoneXa9XMWRyCg;0;1;4;158;235;267
IZ5hZD_helapxEPWUY29_g;0;5;5;36;111;2122
dMOwtXTM1j_RP18Wl1RC-Q;1;2;17;146;236;267
GmoYBvRsVa18G5FPiXk8JA;2;3;5;159;241;267
pYyShHmDznH4b67OTuMmWA;7;62;150;677;840;2176
wMyo6-nHl7ZbvEvqWSLx9Q;0;2;3;6;22;995
VUKhLVz4X4zVS5wwjAxQjg;4;25;33;82;139;216
l71kgJo4jCr4RcuUD8Re9g;2;5;6;15;41;466
anWreIkJb6fph7kNfuIHCA;0;2;2;47;205;983
nMLZh1mfsg9RpmwtIAlq4A;0;2;7;58;140;216
pmx7I4YUau3RHczvKmXeeQ;0;0;0;6;66;1838
OaU7V5zZvddcmp8PKLQk6A;5;29;44;111;169;466
tpW26ob4-YTGLQr6xC7mbA;0;0;1;110;228;267
jh7ltUh43BuzmgPaTf4MWQ;0;0;0;26;205;377
TtFwubbGIKnVsx-0pa7KiQ;1;4;19;167;245;1090
oryxEQldKf-FVqRgP5SfrA;0;1;1;50;130;350
TiADrFs870HFMGWGXziySg;3;6;9;67;164;2039
Jdu628pzztBv0gzQ-FC3NQ;0;2;4;85;410;2217
_mGAcxIOqKcL3muEg3LHLA;1;7;10;96;190;267
_Mbw_orl5EdXJP1XzklQvA;2;3;10;77;233;267
TebJaTyTkScemRVHZUAPoA;0;1;3;56;209;267
L1f5JTTFDIEMkkTBSgof0A;0;1;1;114;264;518
lvL_24Vo9CLg5Cyimkpdaw;0;0;0;25;53;377
9e3uANpD7iRNNGpdfrt5nA;1;3;4;26;88;512
2jbu_xi_FEghI37kPG5LzA;0;0;1;12;30;1754
Itv_1CMCvUQHAebxmsEzTQ;0;6;6;56;133;1099
3jfSmj2DvdsNdJm5xrlK8w;0;0;2;37;247;377
c7GJVA-6lQxcH6QkrRiW0w;0;10;25;100;119;183
UVNNX59l_6qCJWgKuc_mNg;0;2;4;50;137;1098
dg3w68b9e4pJsdeCv5pHVQ;0;0;1;10;75;1352
_6p_j0UL7ST3b2nvHw82eA;1;16;42;100;119;183
6Fk7Mlgy8msAC0NCgsun_g;0;0;0;23;46;998
pCdHHSIYirmUVSQC0y4YaQ;0;0;0;12;38;1820
XiPmvfzsqSUdwBZfSt3AUA;0;1;1;23;166;2030
JBYKW1ZEt_lryYanq2O-_A;0;1;2;48;147;2024
idN-TpWI1T3_UgufggVQ3Q;1;2;2;72;222;493
rMXX7YgI45rBXAFYcrPKjw;0;1;1;76;191;1022
kQhmw4RexXf6rfjpiysjkA;0;0;0;2;17;478
7tnOEAvPYk2C5M41GEy8PA;0;2;5;52;262;2146
rcXGrE-U7b9MjOJiYZ9SBw;5;28;55;203;310;377
IVzCqHRuvCIeB5Ma2fOaRA;0;0;2;11;65;1902
3UBG2rwjgP-6ifTAuKl3Gg;0;8;29;525;872;2154
D88Cbal0C-mtgy8f6WdUig;1;2;5;19;47;908
netWsdUBNbYMkCgUr5a0dQ;2;3;3;172;299;377
rZtkmrnb-uFhnTFP7lgOEA;1;2;3;20;49;1568
GKrxrkKqpMmmY7P2AdoY4A;2;27;41;186;261;493
jWsZ4M0g6ViLdJKRM73C8w;0;1;2;13;57;2036
t1bLT6fQTKNhJnIlccVPFQ;0;0;1;19;39;466
n4Q9OvVDD4I8OjAsMziZhg;0;3;28;111;169;466
hYPKB8tm4YIz0K4qm-y_6A;0;4;5;87;380;471
gFdBHaAKtCycQuVX3fd9Hg;0;3;6;32;209;267
fiEOkqKETWUyQ6OkeM_F_g;0;0;2;53;196;2145
hPGUmYikkMpTW9EJNEfVoA;0;6;11;72;219;350
PQEtMZD-dKNuiYIW2Pbpxg;0;1;2;20;71;1866
F3GmlhW3dOkqsdEDFMSefw;0;0;2;47;109;1090
W888zYEemWuF4c4Od0_yRA;0;0;0;1;2;1206
0xIhMfCFH94RXTFGx_Mhtw;11;88;189;678;836;2180
GoGss2SqsUPwP0xcI9IUuw;2;36;70;256;376;471
Z4vlztrocJo9WWcL5TFeBA;1;1;3;44;134;2019
kwqXOtLCbNjgvwuMj4H1AQ;0;1;1;17;112;183
41LdicYBvhBYLmDdXhB21Q;0;0;0;6;149;518
35yoH8b__Uv8_QJxCAawLA;1;2;2;53;181;2087
ftCK0qmDE3yj8TT0RQh5rA;1;18;80;659;820;2155
68KD674p59qJj4DX6NuTzQ;0;0;0;106;836;2152
kXf1ub58e2IRQ3U7eEQjng;0;4;6;34;134;466
BkC1t7uicnafM0fXz-2ZIg;0;1;4;122;262;518
2GgFrz1dQ6NzR29UIYQ8Xg;0;2;3;103;176;1016
YEwmI50bso_LYtuivsdwiA;0;2;2;11;64;1097
RtsxLNG5ta65Gatr09cnPg;0;0;0;3;32;832
2Ax2c1Ok3bCa2CO-HKIzHQ;0;0;0;22;179;466
w0OBYjoFdChfFDsP6f1KYg;0;0;0;10;71;1938
jFm2I2vALvWz07_AWKQLlA;6;89;192;678;835;2177
2n9elHQvEt4xL9neD7KviQ;0;2;8;67;161;350
ZfOS7Mz-iGseNxBhlhXm_w;2;4;5;32;92;1053
qFbBDbIjAKdqxJnHu7SoOQ;1;4;5;31;89;471
4PY2rKHXo7DsRdHvJNwAvA;1;5;31;286;379;471
66pIa8VXmTQIHkMxMv_f0w;1;3;3;13;80;216
C73iFAmwEntIONkbd5fOuA;0;1;2;50;197;2080
u9VBun-zmcF59afKELs_NQ;0;1;1;7;15;350
xhmgQtl9gooBJybCuXBZPA;1;5;19;174;245;1090
rTng9EtHrqu_nmLfGWFjyA;0;1;3;29;104;2072
vNQVDDBhMfsXAQkK75Iebg;0;3;5;15;31;490
rz1xDgl7epuXNqT7k7eZdQ;0;0;0;12;99;466
MUQGkZQqPx5dpM6yhajkDQ;0;0;0;13;68;1088
waamstonAxP48FXcJqxBfw;2;3;22;174;254;493
r_N9LaJuiTaLKIkCAXxM8g;1;1;1;38;106;963
OCuodVY_jdUINB8KADuJqg;0;2;6;45;185;377
UYhCp9OzvrESmX4aT368fg;0;3;6;82;137;216
PqqTZ8ZY54s6nCzQhN7Agw;0;0;0;14;84;1089
3xHyD9FBsQjHXgwI31czXw;0;1;5;37;52;183
TfSOfMR7s3n9rpoy6u60eQ;0;0;0;12;46;347
kg6yWp6MJPCMw0kT4l3O6A;1;1;2;3;19;437
X2JkEvWPO7_dEPHne7qJKg;0;17;60;629;815;2148
UmrZshqaASb4yA_LjS9D0g;0;0;0;4;57;1964
rYTdFa_sH5eE41wfg9LMhA;0;1;1;26;147;518
0TPVRleoFUf769bCkh5Jgw;1;7;7;89;226;518
Gs43rBxzv6hwYoIp-FxVcg;2;7;10;62;275;1091
rv_1S0yg-YtulZ6gGAVE1A;0;2;4;13;41;466
z4M9rU6CZjHG8qm4xlUurQ;0;2;2;17;71;377
HqV4cganalEtEtKGALbzOQ;1;2;8;50;103;1093
xY1W8nRMHLREeV8W3ald5w;0;3;4;21;52;889
o-JguBmC-oWAShOmFdWxcQ;0;0;9;68;164;2043
KZIuyooXzm7Y0x78YO7n8Q;6;71;228;678;834;2181
hq_lYGWzsC27nL8aMfxLIg;0;3;7;133;269;1090
5Bn9CbdNYnZMDYryh6n_0g;1;23;44;205;311;377
69vVnH6T6-uwcJK4bxfV7Q;0;0;2;9;25;488
7TzBf-cZT2qXbfCt1yU8Rw;5;26;34;82;139;216
kwfWiUkuGh2SHrRrB3qF6w;1;10;20;117;251;1090
yh4OvNj73ioPYPhJv6MNjA;1;2;2;8;26;1589
Hf3i3PcNDemoVSCHXuNIxg;3;7;30;210;312;377
YpGSRLzkk8UOCVzd0Dpo3Q;1;6;6;21;72;996
hEP9apWbN14o3o0P-mg-3w;0;2;4;76;130;216
PdcU-86mAF2H1p1dN7m1kQ;2;6;10;38;75;1981
VPb3USr9Nm7JjtmsHPRo7g;4;5;63;672;838;2190
wH94vFPKNVtBmQX5c7AfRA;1;2;4;20;49;1568
RlKxbcxLSUqjqL4tv4mOKg;3;61;158;682;841;2187
dF1064EcYXPcJ1ENvLN83w;4;5;66;672;838;2189
Lkt2-GnwnnfexcYa_z9ezA;1;2;3;91;770;2175
91gDFsfejFglVwdQWnkOpg;0;0;0;49;223;1091
9XWyNzOJtfVNZlNFk-kPXA;0;3;4;110;183;466
_FNtyJvpNMnGmnO6QkCuOg;0;0;0;32;198;377
U2y7fsqDgxAXskoJNVxbwg;8;36;79;657;831;2163
8ZhC29t_mepcAQ4OlN15NQ;4;17;144;671;825;2167
SJ3JA9EwBmQeQJXxC8T0vw;4;37;137;661;818;2160
jvHMq4TtoB0hUGFk8YmZkg;0;3;3;23;224;377
bjft5Kd54h16JtuoFoPdhQ;0;2;5;43;132;2117
FyuCXTESXWjQ_H44deA49Q;0;0;5;189;346;471
m0FGtr2iw-0adkyVHsI0Mw;3;8;17;101;250;518
47JfuGySAVhQmIYynH_yfw;0;3;4;32;97;267
ccDTmDW5ChXdaXsXVJ6AqQ;0;0;2;27;151;1083
2CDVg_FOYIGov_8VMzsjrA;0;5;8;113;251;493
yTY4Mtn9eNUj35mj452DMQ;1;2;2;12;50;899
DuBmz6aUgECGvIZm1ZOsag;0;0;0;2;22;267
I4cEvMuHycbWp34Ayh57DQ;3;7;27;595;800;2161
-R2w_cB1_nA9ZrgvP2PkUw;0;7;10;28;109;1869
B5YzH2QTnHThzrHPt-qHow;0;3;3;39;76;993
GlrpA_iR78s7vAP1j4CI3Q;0;1;4;46;194;350
_v-qR0-RePoOX3OD9xDKTA;0;2;3;61;135;471
XKAF_0hKEpILjSEcZ5EJow;2;7;9;82;652;2204
xWrns9oes6rEf1NmGtz1bQ;0;0;5;27;88;1052
J0E_GEsvDNS3I4TEfyKdtA;0;0;0;0;0;1088
MCLO8oPfEmpUlL0mzAiqgg;1;4;6;9;35;944
D8NEBGvh1DVHbyEs2cWVAQ;0;2;10;81;865;2215
QqOKPUl7aNiW4IN_Ij2mBg;2;20;43;606;852;2158
oXr3EhnQCqA8SNWIZ3H4Fg;1;20;150;669;823;2166
LU7WfvB9o5_JSW5IMvGedg;1;8;41;111;203;350
VM4QU1KR0dmW2IFTkmFTIw;3;24;65;661;847;2183
WkV5EyZNtRQOw7eurJ_Fdg;0;6;32;153;245;1090
FSxREGXCZdsh5wZhOcay8Q;0;1;2;15;55;951
TS-NZ7L-hQtmcGDG79P2cw;0;0;3;23;80;471
-8luB5pJ7d9UOoiF7wikkw;1;1;1;29;87;471
7EAP8bzgJM2SEDU8U5XFfw;0;0;1;51;134;1094
VpK-Q7tzCyAZUjIv19-TFg;1;3;3;92;242;493
3BxSsr7QIWI6NGW08MU5JQ;0;2;2;94;386;2208
DtE_filcjbtVPa3vHu96Hg;0;0;0;5;18;477
Az4V0S5GdA0n24l53Rw7Ig;0;0;0;35;115;2092
6F4JadEP6ouUvNiIKr8pMg;0;0;0;113;251;1090
NJg2ookzRGD2Ej-VNpuY-w;0;1;2;30;40;1846
Dy4cmOkfS_2e4DNNBx3O9w;1;6;11;69;204;350
mb1NchJIUHRvGJcNInjv_w;2;6;9;37;73;1982
v8GLvA8kl1_1L8I2Ie1RCw;0;0;7;72;226;267
fA3SeGrgXYS9nXoAn9q1_Q;0;2;4;44;160;1104
6o8ddZAL2Gw_FdoFQf1ilg;1;1;1;34;84;1057
nacRf5nG7Cm5Dhfl7Ijlmw;1;2;3;99;391;471
RJAp_FVSpU1KtbWc96jrvg;0;0;7;46;130;1017
M0YuK7sLLSA3TfBC4UkUzg;0;17;55;246;374;471
XeuloGDcqfKza_qlKexzmw;0;7;7;91;225;518
LojIiUOGn5EEdluoytxubw;1;18;63;280;377;471
xJly7BzeX92hyQ0IMkEQ_A;3;11;11;32;124;1029
1QzXiy2fOUHXOSYxeZrcXA;0;11;16;73;279;2195
j43CKlz11Id4TQDJ3wA4HQ;0;1;1;4;13;245
pdXEjhNzy5YERGk_wBA9Lw;1;34;94;647;810;2153
54sOo41hxch8D3bRCUVdoQ;0;2;3;11;22;1586
WXxlJiG1QIae0Dasbf-fzA;0;1;2;17;121;493
AAYzFH0HjSUNL2nLScutxQ;0;2;5;111;839;2133
0tamJjc_EA4uLJOhb9dtgw;2;13;79;670;827;2168
Rr2zNZ6d9_yipQLsdDq4tQ;1;1;2;42;102;2079
UWDjZ6ljWGoyyv1pHrztMA;1;3;4;49;111;216
WaijMSG7b5VxxJxEIlWQ0w;2;6;11;113;230;1089
iMbqQ3nXS0V33EImLCqXMA;1;3;4;44;101;1033
X8RDdUddf4CKPvhfCS-shQ;2;2;2;50;159;518
pnBPGy8iiBVkyVab7SCCsg;0;3;3;10;18;1447
S7sKdwrSSzwnJqGY4hPkcA;0;0;0;7;71;1765
8q25GCkL0PngPIlCu2j4Vw;0;10;38;158;231;267
fwAKmgDhi6vsxBWm7izc-g;0;1;1;12;47;1743
PXWBDGzI4hvZzZzD7Fezpw;0;0;7;24;154;466
baclz9iSEvG9HvEt7u0Bwg;2;2;2;20;77;1989
FT-cRqGz3kJBDgXr-9Fdtw;1;9;41;150;234;267
-Ot1Qa0V3wNVUroZmItMyQ;0;6;6;21;72;997
XfSRXmUwaCRzxFl9cuVNiA;1;3;5;77;308;2179
lykZwXa9ZhPgnwNUheesqQ;0;1;1;16;40;461
oMwgGoawoMEqvgcy2FKVug;0;2;5;28;46;466
j4Fw7dF9W8wV3MrJIKDldQ;0;2;3;19;87;2018
qVM5QFngP4RnTyGQAprIJw;0;0;1;15;38;1512
Tw4UzgT76_Yrd2CK6GhAew;0;1;1;11;76;1002
0v6_mSaPBuBAKevIpRp-jw;2;6;9;68;164;2039
t-9qBSRxzU1yilfqVa61cQ;1;1;4;31;152;1057
pFR6-Py-CyIDiXyJer2aqQ;0;37;183;672;824;2168
K6c5WJDRDTjzb8eCcn0dGg;0;1;2;29;83;2023
03Lu3GNBhAp8pBtnXQ3dXQ;0;1;1;34;126;1065
_3U2YwnbcdtDc1UVvjUrkw;0;6;25;179;254;493
6AekrjZ7oBjnJkGrYdOyvw;0;0;0;9;70;462
PCmoZ6i5fXLKti6SmykDNg;2;26;63;655;852;2190
DJ-tsckw8NLfkT8P9V7q1A;1;4;7;90;256;2178
UlwE96tted02erwPHY16iw;0;0;3;75;226;471
kBgiy6ulQRiATWFPZjTPKA;1;30;71;258;375;471
nXG84STJU1y_AvevXABHuA;0;3;3;25;168;2182
mMuvlDGcJrokNFd4ob9tcw;0;0;2;9;74;183
rOgdan7fJiLo0FQ2sUGwjQ;0;1;1;16;60;835
1MbwLxXrQk7H1FOidg8hoA;0;6;15;553;851;2169
r8FQd_kBkmQHIDAOKvoXiQ;1;8;8;21;151;466
Jg9kkOl4sx2AXJVohbpSiw;1;25;80;649;814;2153
kOOiEcy0UaWLwCPgZ95nmg;0;1;12;85;216;518
LDA2LfI14CBOUZ-gZT6tZQ;1;8;12;107;157;466
CakEW4c5vgDbxqqR8XULWw;0;2;3;20;109;466
bWJZiwXPWgtlmDDyt-YCEw;0;1;1;37;124;1999
PXt8karfX_lgc4UAOM1wuQ;2;2;3;31;116;1069
_evTKuGvzfQJzDlnf6FMdQ;4;64;184;682;840;2186
eM-unjTl2rG-96N46qlveQ;0;4;8;72;184;350
TDJosP6sAx1-ONY28Z7-Fw;0;0;4;197;305;377
Wm4oVYVs4ZjMRoWFctWHoQ;1;3;3;16;66;920
8EHiK59NngwSxjcTYAzywQ;0;2;5;22;45;827
hP0TIqhqjWPyJtSd--nJtQ;0;0;1;138;343;471
Uif8NGtHlCJmMdrV3pVqCQ;1;23;57;161;233;267
elX9a3nvGMSweRaMWgSb0Q;1;29;64;102;119;183
JfSwHJ2KfWRXHsPSeh_ekQ;3;4;9;42;191;350
Ov8-eg1-2S9a1PpuYRVLTQ;0;0;0;1;41;832
i4aX6gdfDMU6OquZp0f-4g;3;5;6;26;89;1104
bhAalBOH552_mOPNxESNQQ;0;1;4;11;39;513
j76unyU-BZnZQjOMRb2ldw;0;1;1;29;130;466
HFYgRMHh_2LN9nVhagcMuA;0;1;2;26;139;999
38F4LbjmsdptNIdCdQiY2A;1;1;1;5;15;476
0U9lMTfd1wtf2fkLOTaPyw;0;0;2;20;68;1914
USskWtGN3NmR3CRRaMX5IA;1;2;2;33;161;2039
TbFx64U4Gk2k-Yd0-0jpsw;0;0;0;82;184;350
LDRLenZPm945wioD58pu-Q;0;3;11;175;245;1090
7KJBDV_gd-ycyz7EiBzprQ;0;2;2;12;69;1058
_XM7-X5Lc-e_T1S71ri-GA;6;46;156;682;837;2174
5wlbureqTc6gsaB_y-OkOA;2;8;12;104;155;466
P1rfYX62C_HD4t3TjO41BQ;0;1;4;72;221;518
wMcl1F6EEa3ngDh0HsN_vA;0;1;2;4;13;380
S5oafgiMvZU5AucxmX2xsA;0;0;3;41;257;377
z5HXbl8oiPAwp4vKhMqArg;1;2;2;23;112;2007
k04LCpip1Aow0HUGX1OQtg;2;3;14;108;171;466
C90VRArdfin-06NcvTaaSw;0;0;1;4;31;338
3B-hQrPI6wi92pLcnaErgA;0;2;2;15;37;466
KaKoNWZGzYgI9RfubGJZBg;3;29;52;198;303;377
rydGLnO6XqB5OIUuGDVMiw;0;2;2;14;157;515
P2hXKZohTtKkLir8SVBbYQ;0;1;3;68;249;518
HpgUNMYvOCResSncOjZTTQ;0;1;2;16;53;1871
4emJO_9XDV0kDwgnfMdbKA;1;1;1;11;24;1592
5SIXBmfYWS2dVlIm5EER5w;0;1;2;15;122;2043
Xpue0uHw0dk7HdIXVjhdUA;0;0;5;96;404;471
yZYx6GiDN9pc8hutC_1qIg;0;2;8;124;230;518
PH41qdysinGhW9iRqQxqcw;0;1;2;21;72;1866
wSuEwNNOTSH8LJcH1PJAYg;1;2;9;272;872;2183
54q7tvEh92SREvpgSSBSnw;0;13;37;560;858;2154
y_IE3f8NMAyVdn0WQddIRA;8;9;12;22;49;1853
mL1Q-xMMgXiiEJiZKhRgpA;0;3;6;125;264;518
u3LMhfKLLWCIy9aImc3aUw;0;1;4;31;126;1055
VPH9GIz6rxoL3eViEbRmow;1;10;14;100;184;993
d9sE07OtqGEbOzooGTAFFw;0;1;5;102;176;1015
dy5FimQwL-6xnW-J20xISA;2;5;6;17;64;515
EfROb-PLUsXRrK0qksx5FQ;0;1;2;7;27;377
aMfVQdVbKJnZwdf-c1WNcQ;7;66;207;678;831;2179
VXPpzhD7mA262gIv1T0WPQ;0;1;3;160;300;377
pds8bhq4azIP28OhTiLsDQ;0;4;15;255;387;471
VVHfqUeYyAA9FEsH-6PI2A;1;8;10;108;250;518
gyOiiM7g2ylYK_WT5vLFyw;0;1;2;37;171;2053
fUUWNXN9eL2ZP2-ZaJr-Tg;1;6;9;28;44;467
hDGYyMhYXGXfEZmFJgLqdA;1;2;3;15;52;1718
rlVL-Q-fActNnxip07Z1kw;0;0;2;99;187;267
422ajFSyytck5b5x63Umdg;0;2;5;5;63;1939
3xwv_lWddQZ2ms4I7uK53A;0;0;2;28;45;1795
szreY58d1Ag-XeiGYa6KNw;1;1;1;20;67;350
o8aFtFrZcWp-twnIgdqwyQ;0;1;2;68;312;2155
WllnLf3kBK5lGyPoKWICXQ;2;5;8;643;859;2193
7Fqf5nkKkVhXn_DUrPWWEA;1;8;23;260;371;471
c97s-dquA9D56fYAwA-ngg;0;7;33;685;839;2187
Ee-V8jWifZDvRyFrSW5LIw;1;3;12;147;236;267
TejtemosB9xICAU-s-auQQ;0;1;1;5;13;503
bBPrDU0lA1vgiQOlDhzuWw;0;0;0;19;63;466
ekaEajbGvF3SMwnespdeaA;0;0;0;1;20;775
e7fAEuZ58SEOWB0Rw_4w2w;2;12;22;63;193;471
FwvK-Xyi11yDeYmqmL6uSw;2;2;8;84;881;2206
t5xOcXSHGfJPevy_gavrDA;0;0;0;13;55;1849
WaHCrE9gQrVh0ANZ4kR7Lg;0;28;45;199;305;377
zIOsk_X3bUTakbDcodGPMA;0;0;0;27;181;1093
8XMrbikOColypHMqLsJoxA;0;0;0;8;27;1364
oqw60IDy9yAf8euM0C4eNg;1;1;6;23;52;475
SWKjVbrlsrDibS-spyJCDQ;0;0;0;59;285;1094
0F9zfns0Tk5q3XE6zTv19w;3;6;6;16;30;846
2cfEAFZZee8fq3Xx6yZ87w;2;31;74;614;869;2183
dHaml_FHbs_wSyl6vvKpxw;0;3;24;278;372;471
J_U_Cx2DiKH0t5Ue6KpcnA;7;28;39;185;257;493
wPQ01R13kkpWKGqLIwxTzA;0;0;0;25;94;1901
u2THoMNjQJU8eIv8AAQKTw;0;3;12;420;864;2149
2pov9KtQBTChfCoJ0IvU5A;0;4;4;23;158;466
Gcm1Ob02cfVWlupegB8uQA;0;0;1;18;71;917
QDIayj7bwqoH-rrBfbBZBA;1;4;5;18;60;515
TGicQ2Jbe05WIV4rDUFk-g;0;0;3;115;196;518
Af7NWqfoTszSyyuMRU6few;4;55;198;685;840;2185
TsPJqE3QcQ8TESztAYw0iw;0;0;3;12;24;480
rZvy8V52zR2_2Jt-_WsvzA;0;3;3;29;105;2072
qjkxF-JjH3JW4hlftSq7KA;0;0;0;0;26;377
CCciHhF3WcrkG-P_NpLi_w;0;19;43;111;169;466
l9PEswjyG6P2fDN2wkbhGw;1;2;4;32;162;1044
jyI0Egi-Zij0WLxgW1Qjmw;0;1;1;37;89;216
T_dAeyp_OLm8GuyKZL97Hg;2;15;28;183;259;493
D7zxhzUgeZhdAYvQXKvkFQ;1;1;1;10;47;494
gHPS6jy5UzfVUDLUE74Y-A;0;1;2;22;72;1004
cN-E9LtQPXrE00iaQQ7UCQ;2;2;2;50;159;518
wY9y0cOAzNALZ7BELMwozQ;0;3;5;43;90;216
pTy5tFm9y8uzMjXhjWweFA;0;13;56;617;815;2147
VTOeRnkozjB4wLJhWhS3BA;0;2;2;20;78;879
oLawoBd5XG8-56bYZHk1aQ;0;3;4;44;101;1031
qEQVDlj9GoNRAHzZ2PF4Vw;4;7;10;35;143;466
K2CdyUamZALB_DXQT2iU_w;0;0;1;2;6;321
7tIkHJL_c_Yea62w5ZhLdQ;0;4;7;90;249;1089
IS_HLZmKQKqCFOHnTy019Q;0;0;0;45;137;1025
mnDo6Ql9g_O5tgMQqP9RfQ;3;6;8;127;229;350
p076WpKLPb0IDlo-6c39GQ;0;1;2;15;55;943
tVELQMCI0485CPvgtTlMDA;2;4;4;46;106;2111
WHzeDa97M_eU1FEZaLJ_tw;0;0;1;57;220;2092
pWny9VNzQlvDXV_Fw3snjQ;1;1;1;71;265;377
XkZVpfDiS_D-xDlqNhVTkg;0;2;2;49;206;983
WPyR3UrtsAkHLlNWqU-hsw;1;3;4;20;110;1063
BursGHy9rw7um9xd90058g;0;0;0;35;105;216
G4sLH98DHyejB5RcDljaFQ;0;2;5;78;250;493
cVFjnwuSmDKfIudiPHmkPw;0;0;1;29;100;1104
DbyJYiCIDelX8uLWDsruAw;1;3;3;23;230;377
Vd0YOj5GVv-Nxeo06HCfjA;3;19;51;623;812;2150
lYPeTDK3fvOL1g5KPIvGCg;0;24;44;112;168;466
KKivjYzOLDlbAo-iMyqWWg;1;6;36;595;800;2148
TkEjccBOzVcc7uRjA8nmmQ;0;1;3;30;146;1069
QO0ARm4gC4k5JQAWmtGMKw;0;0;0;15;30;471
v7O1HYc4D6Z4H4T_tSh5Nw;2;5;6;57;121;216
aVmuaNh8Z8gKSkoP418H9w;4;16;138;672;823;2167
CGWi0CL99ilYaUFAtND9IQ;1;13;32;91;151;1002
